variable,count,mean,std,min,25%,50%,75%,max
colombia_cocoa_price_cop_kg_log_return,53.0,0.007761270850168054,0.11736065634203914,-0.3527535228072041,-0.018241210653802784,0.017403438972180593,0.03946171353065617,0.48776987478691003
world_cocoa_price_usd_mt_log_return,793.0,0.0021854672014466163,0.06932840867737114,-0.32655356554373494,-0.03297546351596374,0.0,0.035044567636362836,0.5631587500117667
eu_hicp_chocolate_index_log_return,108.0,0.004551681855548419,0.007737165794756062,-0.007272759329079809,-0.0014267306039849104,0.002740529142919156,0.0092940380672027,0.028738184656156476
cop_usd_exchange_rate_log_return,412.0,0.00407896048807319,0.029076620384076112,-0.09635319654189783,-0.01345932009607605,0.002087871069743748,0.018949021235067174,0.12805316864472238
brent_oil_usd_bbl_log_return,466.0,0.003568374704825722,0.09822851146983289,-0.5547852370542307,-0.050733852619641556,0.007371830087558708,0.06237297327109675,0.46905105381819023
