date,colombia_cocoa_price_cop_kg,world_cocoa_price_usd_mt,eu_hicp_chocolate_index,cop_usd_exchange_rate,brent_oil_usd_bbl
2025-09-01,,7025.089999999999,164.09,3922.212,67.99
