variable,count,mean,std,min,25%,50%,75%,max
log_colombia_cocoa_price_cop_kg,55.0,9.604941328266278,0.5139374774717946,8.977913236233999,9.095065507477205,9.41901170409292,10.140061657434636,10.4456759329633
log_world_cocoa_price_usd_mt,794.0,7.362119775323402,0.6559790377619119,5.556828061699537,6.973963330759714,7.415212193554485,7.7880954384602665,9.282206046343893
log_eu_hicp_chocolate_index,109.0,4.7337791058377094,0.15234955352258167,4.605170185988092,4.626148592373284,4.647654797594247,4.82823373410213,5.105884866003353
log_cop_usd_exchange_rate,413.0,7.655914848534251,0.5040601675222399,6.446374494951711,7.490276917449265,7.729168563216349,8.004201352130908,8.502416687971365
log_brent_oil_usd_bbl,467.0,3.7009855579697883,0.705830425786788,2.2844211223663744,2.9657882644662306,3.825157072406484,4.30992620492687,4.888241645882189
