variable,count,mean,std,min,25%,50%,75%,max
colombia_cocoa_price_cop_kg,52.0,17209.348637820513,9211.80670605213,7926.075,8879.2125,12428.546999999999,26367.01875,34395.325
world_cocoa_price_usd_mt,53.0,4943.435094339623,2660.6121691131843,2239.13,2512.31,3630.14,7089.17,10745.11
eu_hicp_chocolate_index,53.0,128.82867924528298,19.72674034807886,104.25,112.17,125.2,141.42,164.99
cop_usd_exchange_rate,53.0,4147.159954759556,302.3324204603234,3773.384193548387,3922.212,4047.4116129032254,4307.567419354838,4926.660666666667
brent_oil_usd_bbl,53.0,82.6133962264151,13.410039428525215,62.54,74.17,80.92,86.51,122.71
