variable,observations,mean_return,std_dev,annualized_volatility,mean_abs_return,max_abs_return,min_return,max_return,rolling_volatility_mean,rolling_volatility_max,series_form,base_variable
colombia_cocoa_price_cop_kg_log_return,52.0,0.01413851431131318,0.10863726698894988,0.3763305320405727,0.06191010451790684,0.48776987478691003,-0.3143519484619001,0.48776987478691003,0.08133082844343327,0.1730581798954382,log_return,colombia_cocoa_price_cop_kg
world_cocoa_price_usd_mt_log_return,52.0,0.01624391877622779,0.105962708501658,0.3670655896649645,0.07376040920753764,0.3177182492976635,-0.25628332305931156,0.3177182492976635,0.08450867144799187,0.17918181326326,log_return,world_cocoa_price_usd_mt
eu_hicp_chocolate_index_log_return,52.0,0.008555556007831675,0.008560418862288451,0.02965416080710912,0.009629117761557313,0.028738184656156476,-0.004860572179416596,0.028738184656156476,0.007288862967234072,0.012131440508608813,log_return,eu_hicp_chocolate_index
cop_usd_exchange_rate_log_return,52.0,-0.0004497274651750454,0.03179454267690472,0.1101395266396319,0.023522615691928636,0.10542629179217715,-0.07565786164761938,0.10542629179217715,0.031115747429902654,0.04922138747540713,log_return,cop_usd_exchange_rate
brent_oil_usd_bbl_log_return,52.0,-0.0023720420094933067,0.07462182557271407,0.2584975864909666,0.06119745433234628,0.18825811991214964,-0.12200326060405361,0.18825811991214964,0.07457716033805054,0.11687241942715428,log_return,brent_oil_usd_bbl
