variable,count,mean,std,min,25%,50%,75%,max
colombia_cocoa_price_cop_kg,55.0,16954.677803030303,9049.162715681057,7926.075,8911.2125,12320.4,25340.41,34395.325
world_cocoa_price_usd_mt,794.0,1935.8586102274055,1362.1894536059867,259.0,1068.4499999999998,1661.062727275,2411.7200000000003,10745.11
eu_hicp_chocolate_index,109.0,115.1202752293578,19.176427053890333,100.0,102.12,104.34,124.99,164.99
cop_usd_exchange_rate,413.0,2365.4303559390896,1036.4568004433734,630.4125806451614,1790.5478571428573,2273.710967741936,2993.508387096774,4926.660666666667
brent_oil_usd_bbl,467.0,51.00273688436831,32.612210437915074,9.82,19.41,45.84,74.435,132.72
