variable,colombia_cocoa_price_cop_kg,world_cocoa_price_usd_mt,eu_hicp_chocolate_index,cop_usd_exchange_rate,brent_oil_usd_bbl
colombia_cocoa_price_cop_kg,1.0,0.9612192969661205,0.7328351316451669,-0.08430241118638991,-0.4611071712210657
world_cocoa_price_usd_mt,0.9612192969661205,1.0,0.7894314619148549,-0.16145594332456692,-0.4985044471045469
eu_hicp_chocolate_index,0.7328351316451669,0.7894314619148549,1.0,-0.1201009314353495,-0.6773614333944848
cop_usd_exchange_rate,-0.08430241118638991,-0.16145594332456692,-0.1201009314353495,1.0,0.02028373888968381
brent_oil_usd_bbl,-0.4611071712210657,-0.4985044471045469,-0.6773614333944848,0.02028373888968381,1.0
